CMH IAH 16
CMH BWI 25
CMH JFK 34
CMH MDW 33
CMH MCO 21
CMH DEN 20
CMH TPA 6
CMH DFW 24
CMH ATL 36
CMH LAS 8
CMH IAD 8
CMH FLL 3
CMH MSP 4
SUN DEN 10
SUN SLC 7
SNA PDX 23
SNA ORD 35
SNA IAH 15
SNA DAL 4
SNA DEN 89
SNA DFW 75
SNA SJC 47
SNA ATL 10
SNA LAS 33
SNA MSP 5
SNA SLC 19
JNU YAK 1
JNU PSG 8
JNU ANC 15
JNU SIT 18
MEM DTW 1
MEM MIA 6
MEM ORD 77
MEM IAH 54
MEM BWI 6
MEM MDW 16
MEM MCO 5
MEM DEN 24
MEM TPA 5
MEM DFW 21
MEM ATL 42
MEM IAD 2
MEM MSP 1
CAE ORD 25
CAE IAH 7
CAE DFW 37
CAE ATL 45
CAE IAD 21
MAF IAH 67
MAF DAL 34
MAF DEN 26
MAF DFW 87
MAF LAS 7
MCI DTW 20
MCI PDX 5
MCI ORD 71
MCI ABQ 2
MCI IAH 45
MCI BWI 19
MCI BOS 12
MCI DCA 6
MCI MDW 41
MCI MCO 14
MCI DAL 35
MCI DEN 52
MCI MKE 6
MCI TPA 6
MCI DFW 69
MCI ATL 42
MCI LAS 22
MCI IAD 1
MCI FLL 1
MCI IND 10
MCI MSP 16
MCI SLC 5
DAY DTW 7
DAY ORD 112
DAY BWI 14
DAY MCO 9
DAY DEN 11
DAY DFW 21
DAY ATL 11
DAY MSP 5
BUF DTW 8
BUF ORD 32
BUF BWI 31
BUF BOS 24
BUF JFK 48
BUF MDW 14
BUF MCO 31
BUF TPA 21
BUF ATL 19
BUF LAS 4
BUF IAD 6
BUF FLL 16
BHM DTW 13
BHM MIA 9
BHM ORD 26
BHM IAH 67
BHM BWI 9
BHM MDW 11
BHM MCO 9
BHM DAL 16
BHM DEN 11
BHM TPA 13
BHM DFW 22
BHM ATL 32
BHM LAS 4
TYS ORD 68
TYS IAH 24
TYS DEN 11
TYS DFW 57
TYS ATL 16
TYS IAD 11
ITO OGG 19
AVL ORD 14
AVL ATL 20
PNS MIA 29
PNS ORD 2
PNS IAH 43
PNS DFW 58
PNS ATL 31
AUS LBB 7
AUS DTW 10
AUS ORD 62
AUS LGB 17
AUS IAH 55
AUS BWI 13
AUS BOS 13
AUS PHL 10
AUS JFK 29
AUS DCA 4
AUS MDW 11
AUS MCO 14
AUS ELP 19
AUS DAL 52
AUS DEN 64
AUS TPA 9
AUS DFW 114
AUS SJC 13
AUS ATL 43
AUS LAS 19
AUS FLL 12
AUS MSP 1
AUS SLC 5
LBB IAH 40
LBB DAL 30
LBB DEN 25
LBB DFW 70
LBB LAS 10
DTW ATW 5
DTW ABE 18
DTW CIU 26
DTW ESC 13
DTW EVV 24
DTW AZO 24
DTW FWA 3
DTW ELM 28
DTW LAN 20
DTW MBS 12
DTW ERI 18
DTW HSV 7
DTW MIA 25
DTW ORD 167
DTW TUL 3
DTW CID 22
DTW APN 20
DTW RDU 8
DTW BDL 10
DTW PIA 3
DTW MDT 15
DTW SRQ 2
DTW MSN 29
DTW PBI 3
DTW IAH 61
DTW BWI 37
DTW GSO 3
DTW SYR 1
DTW CVG 5
DTW BOS 30
DTW ORF 4
DTW CHA 12
DTW TVC 1
DTW PHL 33
DTW JFK 7
DTW SAT 15
DTW MLI 4
DTW DCA 32
DTW MDW 68
DTW MCO 37
DTW HPN 16
DTW SCE 1
DTW GRR 38
DTW MHT 3
DTW PVD 20
DTW DEN 64
DTW AVP 15
DTW MKE 35
DTW TPA 69
DTW LIT 5
DTW DFW 89
DTW RIC 15
DTW ATL 81
DTW PIT 9
DTW CAK 9
DTW LAS 46
DTW IAD 10
DTW FLL 47
DTW IND 17
DTW PWM 2
DTW BTV 17
DTW PLN 17
DTW MSP 38
DTW GRB 5
DTW SLC 17
DTW GSP 2
DTW SJU 1
ATW ORD 37
ATW ATL 10
ATW MSP 12
ABE ORD 6
ABE ATL 19
EVV ORD 46
