source,target,weight
ABE,ATL,6.535211267605634
ABE,DTW,10.272058823529411
ABE,ORD,10.756756756756756
ABQ,DEN,11.197115384615385
ABQ,JFK,16.5
ABQ,LAX,10.698675496688741
ABQ,OAK,9.198275862068966
ABQ,ORD,41.283018867924525
ABQ,PDX,11.4
ABQ,PHX,10.234375
ABQ,SEA,6.362903225806452
ABR,MSP,19.6
ACY,FLL,12.92896174863388
ACY,MCO,10.087431693989071
ACY,MYR,8.087719298245615
ACY,PBI,2.933333333333333
ACY,RSW,13.834710743801653
ACY,TPA,6.758064516129032
ADK,ANC,2.1666666666666665
ADQ,ANC,5.172413793103448
AEX,IAH,7.962264150943396
ALB,ATL,14.433734939759036
ALB,DTW,3.1538461538461537
ALB,EWR,34.666666666666664
ALB,FLL,5.3283582089552235
ALB,IAD,22.0
ALB,LAS,37.0
ALB,MCO,9.505952380952381
ALB,MDW,12.382608695652173
ALB,ORD,27.09917355371901
ALB,TPA,13.212121212121213
ALO,ORD,27.020408163265305
AMA,DEN,18.906542056074766
AMA,IAH,8.2375
ANC,DEN,26.822580645161292
ANC,HNL,9.575
APN,DTW,30.244897959183675
ASE,DEN,21.715625
ASE,LAX,21.474308300395258
ASE,ORD,27.25
ATL,ABQ,10.485714285714286
ATL,ABY,11.383647798742139
ATL,AEX,10.660550458715596
ATL,AGS,11.625
ATL,ASE,11.526315789473685
ATL,AUS,6.157057654075547
ATL,AVL,5.488095238095238
ATL,AZO,22.833333333333332
ATL,BDL,8.48076923076923
ATL,BMI,18.16923076923077
ATL,BNA,7.594059405940594
ATL,BQK,6.1726190476190474
ATL,BTV,16.78688524590164
ATL,CAE,11.78125
ATL,CHO,10.157894736842104
ATL,CID,17.658823529411766
ATL,CLE,6.5588235294117645
ATL,COS,35.735849056603776
ATL,CSG,15.84375
ATL,CVG,5.30225988700565
ATL,DAB,4.184873949579832
ATL,DCA,8.404178019981835
ATL,DEN,11.424639580602884
ATL,DHN,16.504310344827587
ATL,DSM,7.666666666666667
ATL,EGE,11.245901639344263
ATL,ELP,7.464912280701754
ATL,EVV,14.215116279069768
ATL,EWN,8.045454545454545
ATL,EWR,13.020457280385079
ATL,EYW,11.498181818181818
ATL,FAY,12.335483870967742
ATL,FLL,7.700899550224888
ATL,FNT,8.167630057803468
ATL,FSM,14.032051282051283
ATL,FWA,25.466666666666665
ATL,GRB,9.538461538461538
ATL,GRK,20.42156862745098
ATL,GSO,10.52914798206278
ATL,GSP,12.533039647577093
ATL,HDN,12.24074074074074
ATL,HNL,4.17741935483871
ATL,HOU,8.416558861578267
ATL,IAH,7.6775631500742945
ATL,ICT,10.401234567901234
ATL,JAX,6.695493300852619
ATL,JFK,17.982993197278912
ATL,LAX,8.434437086092716
ATL,MBS,21.285714285714285
ATL,MCO,6.6152204836415365
ATL,MDW,10.930809399477807
ATL,MEM,5.627737226277373
ATL,MGM,10.335917312661499
ATL,MIA,8.681024447031431
ATL,MKE,7.612099644128114
ATL,MLB,5.665254237288136
ATL,MLU,9.937219730941704
ATL,MOB,10.863874345549739
ATL,MSO,3.0
ATL,MSY,7.488050314465409
ATL,MTJ,0.8125
ATL,MYR,9.515555555555556
ATL,OAK,27.5
ATL,ORD,16.15527950310559
ATL,PBI,8.461322081575247
ATL,PDX,4.397590361445783
ATL,PHF,8.236162361623617
ATL,PHL,11.028116213683225
ATL,PHX,6.958715596330276
ATL,PNS,6.115681233933162
ATL,PVD,6.981012658227848
ATL,RAP,4.666666666666667
ATL,RSW,5.104947526236882
ATL,SAT,7.203454894433781
ATL,SAV,6.525842696629214
ATL,SDF,6.987096774193549
ATL,SEA,7.179144385026738
ATL,SRQ,6.792613636363637
ATL,STL,7.137931034482759
ATL,STT,3.3093525179856114
ATL,TRI,6.0638297872340425
ATL,TTN,13.46938775510204
ATL,VLD,8.617647058823529
ATW,ATL,19.191176470588236
ATW,DTW,10.472222222222221
ATW,MSP,9.287671232876713
ATW,ORD,14.982608695652173
AUS,BNA,8.522522522522523
AUS,DCA,3.1451612903225805
AUS,DEN,16.154362416107382
AUS,ELP,18.112
AUS,JFK,15.720754716981132
AUS,LBB,12.12
AUS,PHL,17.34285714285714
AUS,PHX,10.675090252707582
AUS,SEA,2.225806451612903
AVP,ATL,6.916666666666667
AVP,DTW,13.06
AVP,EWR,0.0
AVP,ORD,16.134328358208954
BDL,CLE,26.785714285714285
BDL,DCA,6.771929824561403
BDL,DEN,20.93103448275862
BDL,EWR,9.125
BDL,FLL,12.25
BDL,MCO,13.219594594594595
BDL,MIA,9.842105263157896
BDL,ORD,22.02415458937198
BDL,PBI,23.271186440677965
BDL,RSW,12.05084745762712
BET,ANC,5.8
BFL,DEN,21.59433962264151
BFL,PHX,8.612068965517242
BHM,ATL,8.616
BHM,DEN,18.934426229508198
BHM,HOU,9.981132075471699
BHM,IAH,11.07749077490775
BHM,MCO,8.16260162601626
BHM,MDW,12.761467889908257
BHM,MIA,4.89344262295082
BHM,ORD,13.213333333333333
BHM,TPA,11.46551724137931
BIL,DEN,15.322033898305085
BIS,DEN,27.0
BLI,HNL,3.25
BLI,LAS,10.426229508196721
BLI,OGG,8.714285714285714
BLI,SEA,1.75
BMI,DEN,11.833333333333334
BMI,MCO,34.27777777777778
BNA,CVG,10.527472527472527
BNA,DEN,13.575070821529746
BNA,JFK,32.08771929824562
BNA,PHL,13.245283018867925
BNA,PHX,15.560344827586206
BOI,DEN,17.35635359116022
BOI,GEG,14.254716981132075
BOS,ATL,9.641304347826088
BOS,AUS,9.551724137931034
BOS,BNA,12.033333333333333
BOS,BUF,11.858895705521473
BOS,BWI,10.548725637181409
BOS,CHS,7.8474576271186445
BOS,CLE,7.067164179104478
BOS,CVG,22.9375
BOS,DCA,8.13509060955519
BOS,DEN,20.31103678929766
BOS,DTW,8.173664122137405
BOS,EWR,14.12982456140351
BOS,FLL,12.087719298245615
BOS,HOU,13.255952380952381
BOS,IAD,13.286919831223628
BOS,IAH,14.621951219512194
BOS,JAX,16.198675496688743
BOS,JFK,14.286363636363637
BOS,LAS,14.540740740740741
BOS,LAX,9.215953307392995
BOS,LGB,6.297297297297297
BOS,MCI,10.104651162790697
BOS,MCO,17.603448275862068
BOS,MDW,15.521472392638037
BOS,MIA,12.863523573200993
BOS,MKE,17.19148936170213
BOS,MSP,11.342560553633218
BOS,MSY,17.120689655172413
BOS,MYR,6.035714285714286
BOS,ORD,15.772527472527473
BOS,PBI,14.219251336898395
BOS,PDX,13.333333333333334
BOS,PHL,13.436848203939745
BOS,PHX,12.467248908296943
BOS,PIT,9.295454545454545
BOS,RIC,10.936962750716333
BOS,RSW,15.176470588235293
BOS,SAN,14.490196078431373
BOS,SAV,7.535714285714286
BOS,SEA,17.47422680412371
BOS,SFO,13.90562613430127
BOS,SJC,11.0
BOS,SJU,15.812206572769954
BOS,SLC,9.857142857142858
BOS,SRQ,13.089285714285714
BOS,STL,9.94949494949495
BOS,STT,10.779661016949152
BOS,TPA,13.51578947368421
BQN,EWR,31.068181818181817
BQN,FLL,12.56
BQN,JFK,9.942857142857143
BQN,MCO,21.91764705882353
BRD,INL,0.0
