source,target,weight
ABE,ATL,10.891775219630414
ABE,BNA,21.1580310880829
ABE,CLT,9.685853509974113
ABE,DTW,12.761000651890482
ABE,EWR,69.0
ABE,FLL,32.663223140495866
ABE,MDT,175.0
ABE,MDW,4.75
ABE,MYR,18.147018030513177
ABE,PGD,16.987692307692306
ABE,PHL,15.88888888888889
ABE,PIE,17.238660153524076
ABE,SAV,12.305147058823529
ABE,SFB,15.187465335551858
ABE,SRQ,11.780701754385966
ABI,DFW,10.214424782589884
ABI,GRK,75.0
ABI,IAH,17.76156583629893
ABQ,AUS,13.353636028054632
ABQ,DAL,12.32181927469445
ABQ,DEN,11.796272295253965
ABQ,DFW,13.077568456313962
ABQ,HOU,10.780119229169555
ABQ,JFK,19.335360149672592
ABQ,LAS,11.086363188491477
ABQ,LAX,12.41630216876253
ABQ,MCI,10.442483959670028
ABQ,ORD,13.030821236826407
ABQ,PDX,8.015852474927208
ABQ,PHX,11.22333454237698
ABQ,SAF,140.0
ABQ,SAN,10.170586965904187
ABQ,SAT,7.780821917808219
ABQ,SEA,7.31042199488491
ABQ,SFB,3.107142857142857
ABQ,SFO,15.548495384246493
ABQ,SLC,6.3875219683655535
ABR,MSP,11.740696608615949
ACK,BOS,15.028290282902828
ACK,DCA,11.801382778126964
ACK,EWR,41.07488986784141
ACK,JFK,23.937745740498034
ACK,LGA,21.61248852157943
ACK,ORD,8.428571428571429
ACK,PHL,10.067307692307692
ACV,LAX,16.444133099824867
ACV,PHX,20.064784053156146
ACY,BOS,22.69692186266772
ACY,DTW,24.498277841561425
ACY,MCO,12.964121748002041
ACY,MIA,10.335329341317365
ACY,MSY,23.51801801801802
ACY,MYR,13.33253544466949
ACY,ORD,25.738425925925927
ACY,PBI,13.177467972871138
ACY,RSW,14.726029181865554
ACY,SJU,1.4705882352941178
ACY,TPA,10.66552036199095
ADK,ANC,10.533834586466165
ADK,CDB,17.822314049586776
ADQ,ANC,5.825312330255296
AEX,DFW,11.853584729981378
AEX,IAH,8.837795791369851
AGS,CLT,13.205941121619821
AGS,DCA,16.700149925037483
AGS,DFW,13.345073562193491
AGS,LGA,25.098039215686274
AGS,MIA,18.875
AGS,PHL,0.25
AKN,ANC,7.43147472642001
AKN,DLG,11.032786885245901
ALB,ATL,9.315111258718034
ALB,BDL,26.0
ALB,BNA,20.796296296296298
ALB,CLT,8.526579404300788
ALB,DCA,16.88365364744782
ALB,IAD,14.106172839506172
ALB,LAS,15.791873589164785
ALB,MCO,11.870693854826362
ALB,MIA,10.021739130434783
ALB,MYR,17.692307692307693
ALB,ORD,15.293503727369542
ALB,PGD,15.596
ALB,PHL,18.330143540669855
ALB,PIE,12.430203045685278
ALB,RDU,8.616766467065869
ALB,RSW,12.836206896551724
ALB,SAV,11.490384615384615
ALB,SFB,12.307692307692308
ALB,SYR,1.894736842105263
ALO,ORD,11.461695747001091
ALS,DEN,22.825874125874126
AMA,AUS,5.9375
AMA,AZA,22.833333333333332
AMA,DAL,10.223360972343823
AMA,DEN,12.121343969059705
AMA,HOU,6.833333333333333
AMA,LAS,8.927240461401952
ANC,ATL,17.34872417982989
ANC,BET,6.262950621023932
ANC,BLI,2.532258064516129
ANC,CDB,15.900398406374501
ANC,CDV,7.270421549763862
ANC,DEN,16.18958797327394
ANC,DFW,31.198180947821925
ANC,DLG,6.869120654396728
ANC,DTW,11.734375
ANC,EWR,28.12093023255814
ANC,HNL,6.7827123050259965
ANC,IAH,28.07706093189964
ANC,JFK,39.96875
ANC,KOA,6.814977973568282
ANC,MSP,9.527815013404826
ANC,OGG,9.450837581937364
ANC,OME,5.70483911831771
ANC,ORD,13.0329136293351
ANC,OTZ,6.059550845319203
ANC,PDX,5.420960269549347
ANC,PHX,9.225695242472995
ANC,SCC,5.518628700949143
ANC,SEA,6.324761552960343
APN,MBS,78.0
ART,PHL,20.418259023354565
ASE,ATL,26.796694214876034
ASE,AUS,37.15686274509804
ASE,DEN,17.310284738437947
ASE,LAX,22.035866923657085
ASE,MSP,33.42657342657343
ASE,MTJ,86.94444444444444
ASE,PHX,21.59741458910434
ASE,SNA,136.08
ATL,ABQ,7.906023712898862
ATL,ABY,11.628800117491556
ATL,ACY,14.727728499807172
ATL,AEX,12.093499341553933
ATL,AGS,11.106067935074707
ATL,AUS,9.38504057826336
ATL,AVL,11.813602176348216
ATL,AVP,10.199497257769652
ATL,AZO,12.257142857142858
ATL,BDL,8.383438940092166
ATL,BGR,4.3
ATL,BMI,12.242648156441259
ATL,BNA,8.393608102216707
ATL,BOS,12.718929845422117
ATL,BQK,10.908613747483463
ATL,BTR,13.320507150228513
ATL,BTV,12.682558601509735
ATL,BUF,8.527711046487124
ATL,BUR,9.221238938053098
ATL,BZN,14.235930735930737
ATL,CAE,9.631862062340906
ATL,CHO,11.295224478124107
ATL,CLE,9.315364847905336
ATL,CMH,8.364225239033647
ATL,COS,13.646742780389523
ATL,CRW,13.270466773302312
ATL,CVG,7.594056492742252
ATL,DAY,7.683894631543848
ATL,DEN,11.370216590071438
ATL,DSM,8.320673257414592
ATL,DTW,9.676141246961176
ATL,ECP,9.657157412124299
ATL,EGE,11.55
ATL,ELM,39.37341772151899
ATL,ELP,9.249779346866726
ATL,EVV,11.332228116710874
ATL,EYW,11.069137842836344
ATL,FAR,29.803680981595093
ATL,FAY,11.044390811532992
ATL,FCA,11.987394957983193
ATL,FNT,7.909871589085072
ATL,FSD,11.950734658599828
ATL,FSM,13.573633913256554
ATL,FWA,13.655054191550542
ATL,GEG,9.127118644067796
ATL,GJT,13.166666666666666
ATL,GNV,11.547295065724288
ATL,GPT,9.018612142633438
ATL,GRK,18.79814049586777
ATL,GRR,7.762985309548793
ATL,GSO,8.542864598159218
ATL,GSP,8.92299376459914
ATL,GTR,10.956753160345976
ATL,HDN,12.618688771665411
